filename,filepath,song_label,participant_id,recording_type,take_number,sample_rate,num_channels,duration_seconds
S105_whistle_2_Married.wav,data/MLEndHWII_sample_800/S105_whistle_2_Married.wav,Married,S105,whistle,2,44100,2,17.79809523809524
S105_whistle_2_Necessities.wav,data/MLEndHWII_sample_800/S105_whistle_2_Necessities.wav,Necessities,S105,whistle,2,44100,2,18.738503401360543
S105_whistle_2_RememberMe.wav,data/MLEndHWII_sample_800/S105_whistle_2_RememberMe.wav,RememberMe,S105,whistle,2,44100,2,19.21451247165533
S106_hum_2_Married.wav,data/MLEndHWII_sample_800/S106_hum_2_Married.wav,Married,S106,hum,2,44100,2,18.736213151927437
S106_hum_2_RememberMe.wav,data/MLEndHWII_sample_800/S106_hum_2_RememberMe.wav,RememberMe,S106,hum,2,44100,2,23.7575283446712
S106_whistle_1_TryEverything.wav,data/MLEndHWII_sample_800/S106_whistle_1_TryEverything.wav,TryEverything,S106,whistle,1,44100,2,17.967052154195013
S106_whistle_2_Friend.wav,data/MLEndHWII_sample_800/S106_whistle_2_Friend.wav,Friend,S106,whistle,2,44100,2,17.86546485260771
S106_whistle_2_Necessities.wav,data/MLEndHWII_sample_800/S106_whistle_2_Necessities.wav,Necessities,S106,whistle,2,44100,2,17.74936507936508
S107_hum_2_Happy.wav,data/MLEndHWII_sample_800/S107_hum_2_Happy.wav,Happy,S107,hum,2,44100,2,27.02283446712018
S107_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S107_whistle_1_NewYork.wav,NewYork,S107,whistle,1,44100,2,23.40922902494331
S107_whistle_1_TryEverything.wav,data/MLEndHWII_sample_800/S107_whistle_1_TryEverything.wav,TryEverything,S107,whistle,1,44100,2,24.49766439909297
S107_whistle_2_Friend.wav,data/MLEndHWII_sample_800/S107_whistle_2_Friend.wav,Friend,S107,whistle,2,44100,2,23.235079365079365
S108_whistle_1_Feeling.wav,data/MLEndHWII_sample_800/S108_whistle_1_Feeling.wav,Feeling,S108,whistle,1,44100,2,19.969773242630385
S108_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S108_whistle_1_NewYork.wav,NewYork,S108,whistle,1,44100,2,16.718367346938777
S108_whistle_1_RememberMe.wav,data/MLEndHWII_sample_800/S108_whistle_1_RememberMe.wav,RememberMe,S108,whistle,1,44100,2,19.694036281179137
S108_whistle_2_Happy.wav,data/MLEndHWII_sample_800/S108_whistle_2_Happy.wav,Happy,S108,whistle,2,44100,2,20.318072562358278
S109_hum_1_Married.wav,data/MLEndHWII_sample_800/S109_hum_1_Married.wav,Married,S109,hum,1,44100,2,20.826009070294784
S109_hum_1_Necessities.wav,data/MLEndHWII_sample_800/S109_hum_1_Necessities.wav,Necessities,S109,hum,1,44100,2,21.304920634920634
S109_hum_1_TryEverything.wav,data/MLEndHWII_sample_800/S109_hum_1_TryEverything.wav,TryEverything,S109,hum,1,44100,2,17.415578231292518
S109_hum_2_Feeling.wav,data/MLEndHWII_sample_800/S109_hum_2_Feeling.wav,Feeling,S109,hum,2,44100,2,17.821927437641722
S109_hum_2_RememberMe.wav,data/MLEndHWII_sample_800/S109_hum_2_RememberMe.wav,RememberMe,S109,hum,2,44100,2,22.770680272108844
S10_whistle_1_Feeling.wav,data/MLEndHWII_sample_800/S10_whistle_1_Feeling.wav,Feeling,S10,whistle,1,44100,2,29.9653514739229
S10_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S10_whistle_1_NewYork.wav,NewYork,S10,whistle,1,44100,2,17.003424036281178
S10_whistle_1_RememberMe.wav,data/MLEndHWII_sample_800/S10_whistle_1_RememberMe.wav,RememberMe,S10,whistle,1,44100,2,19.961065759637187
S10_whistle_1_TryEverything.wav,data/MLEndHWII_sample_800/S10_whistle_1_TryEverything.wav,TryEverything,S10,whistle,1,44100,2,20.448684807256235
S10_whistle_2_Friend.wav,data/MLEndHWII_sample_800/S10_whistle_2_Friend.wav,Friend,S10,whistle,2,44100,2,22.77877551020408
S110_hum_1_Necessities.wav,data/MLEndHWII_sample_800/S110_hum_1_Necessities.wav,Necessities,S110,hum,1,44100,2,25.692879818594104
S110_whistle_1_Happy.wav,data/MLEndHWII_sample_800/S110_whistle_1_Happy.wav,Happy,S110,whistle,1,44100,2,17.832925170068027
S110_whistle_2_Friend.wav,data/MLEndHWII_sample_800/S110_whistle_2_Friend.wav,Friend,S110,whistle,2,44100,2,21.82736961451247
S110_whistle_2_RememberMe.wav,data/MLEndHWII_sample_800/S110_whistle_2_RememberMe.wav,RememberMe,S110,whistle,2,44100,2,22.593015873015872
S111_hum_1_RememberMe.wav,data/MLEndHWII_sample_800/S111_hum_1_RememberMe.wav,RememberMe,S111,hum,1,44100,2,37.74755102040816
S111_hum_2_Happy.wav,data/MLEndHWII_sample_800/S111_hum_2_Happy.wav,Happy,S111,hum,2,44100,2,27.42918367346939
S111_whistle_2_Friend.wav,data/MLEndHWII_sample_800/S111_whistle_2_Friend.wav,Friend,S111,whistle,2,44100,2,35.62873015873016
S111_whistle_2_Married.wav,data/MLEndHWII_sample_800/S111_whistle_2_Married.wav,Married,S111,whistle,2,44100,2,29.61705215419501
S111_whistle_2_TryEverything.wav,data/MLEndHWII_sample_800/S111_whistle_2_TryEverything.wav,TryEverything,S111,whistle,2,44100,2,36.484965986394556
S112_hum_2_Feeling.wav,data/MLEndHWII_sample_800/S112_hum_2_Feeling.wav,Feeling,S112,hum,2,44100,2,18.721700680272107
S112_whistle_2_Happy.wav,data/MLEndHWII_sample_800/S112_whistle_2_Happy.wav,Happy,S112,whistle,2,44100,2,17.676802721088436
S112_whistle_2_Necessities.wav,data/MLEndHWII_sample_800/S112_whistle_2_Necessities.wav,Necessities,S112,whistle,2,44100,2,18.300839002267573
S112_whistle_2_RememberMe.wav,data/MLEndHWII_sample_800/S112_whistle_2_RememberMe.wav,RememberMe,S112,whistle,2,44100,2,19.215124716553287
S113_hum_1_Happy.wav,data/MLEndHWII_sample_800/S113_hum_1_Happy.wav,Happy,S113,hum,1,44100,2,19.99238095238095
S113_hum_2_Friend.wav,data/MLEndHWII_sample_800/S113_hum_2_Friend.wav,Friend,S113,hum,2,44100,2,19.934331065759636
S113_whistle_1_Married.wav,data/MLEndHWII_sample_800/S113_whistle_1_Married.wav,Married,S113,whistle,1,44100,2,19.99238095238095
S113_whistle_2_TryEverything.wav,data/MLEndHWII_sample_800/S113_whistle_2_TryEverything.wav,TryEverything,S113,whistle,2,44100,2,19.934308390022675
S114_whistle_1_Feeling.wav,data/MLEndHWII_sample_800/S114_whistle_1_Feeling.wav,Feeling,S114,whistle,1,44100,1,19.39106575963719
S114_whistle_1_Friend.wav,data/MLEndHWII_sample_800/S114_whistle_1_Friend.wav,Friend,S114,whistle,1,44100,1,18.768526077097505
S114_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S114_whistle_1_NewYork.wav,NewYork,S114,whistle,1,44100,1,19.079795918367346
S114_whistle_2_Necessities.wav,data/MLEndHWII_sample_800/S114_whistle_2_Necessities.wav,Necessities,S114,whistle,2,44100,1,16.10049886621315
S114_whistle_2_TryEverything.wav,data/MLEndHWII_sample_800/S114_whistle_2_TryEverything.wav,TryEverything,S114,whistle,2,44100,1,19.39106575963719
S115_hum_2_Happy.wav,data/MLEndHWII_sample_800/S115_hum_2_Happy.wav,Happy,S115,hum,2,44100,1,13.604331065759638
S115_whistle_1_Necessities.wav,data/MLEndHWII_sample_800/S115_whistle_1_Necessities.wav,Necessities,S115,whistle,1,44100,1,21.378480725623582
S115_whistle_1_RememberMe.wav,data/MLEndHWII_sample_800/S115_whistle_1_RememberMe.wav,RememberMe,S115,whistle,1,44100,1,29.865260770975055
S115_whistle_1_TryEverything.wav,data/MLEndHWII_sample_800/S115_whistle_1_TryEverything.wav,TryEverything,S115,whistle,1,44100,1,23.12766439909297
S115_whistle_2_Feeling.wav,data/MLEndHWII_sample_800/S115_whistle_2_Feeling.wav,Feeling,S115,whistle,2,44100,1,23.386802721088436
S116_hum_2_Friend.wav,data/MLEndHWII_sample_800/S116_hum_2_Friend.wav,Friend,S116,hum,2,44100,1,15.429659863945579
S116_hum_2_Married.wav,data/MLEndHWII_sample_800/S116_hum_2_Married.wav,Married,S116,hum,2,44100,1,16.30174603174603
S116_whistle_1_RememberMe.wav,data/MLEndHWII_sample_800/S116_whistle_1_RememberMe.wav,RememberMe,S116,whistle,1,44100,1,18.032947845804987
S116_whistle_2_Necessities.wav,data/MLEndHWII_sample_800/S116_whistle_2_Necessities.wav,Necessities,S116,whistle,2,44100,1,16.71253968253968
S117_hum_1_Friend.wav,data/MLEndHWII_sample_800/S117_hum_1_Friend.wav,Friend,S117,hum,1,44100,1,18.171655328798185
S117_hum_2_NewYork.wav,data/MLEndHWII_sample_800/S117_hum_2_NewYork.wav,NewYork,S117,hum,2,44100,1,16.982199546485262
S117_whistle_1_Necessities.wav,data/MLEndHWII_sample_800/S117_whistle_1_Necessities.wav,Necessities,S117,whistle,1,48000,1,17.25733333333333
S117_whistle_2_Happy.wav,data/MLEndHWII_sample_800/S117_whistle_2_Happy.wav,Happy,S117,whistle,2,48000,1,19.988
S118_hum_2_RememberMe.wav,data/MLEndHWII_sample_800/S118_hum_2_RememberMe.wav,RememberMe,S118,hum,2,44100,2,17.020204081632652
S118_whistle_1_Necessities.wav,data/MLEndHWII_sample_800/S118_whistle_1_Necessities.wav,Necessities,S118,whistle,1,44100,2,16.776394557823128
S118_whistle_2_Friend.wav,data/MLEndHWII_sample_800/S118_whistle_2_Friend.wav,Friend,S118,whistle,2,44100,2,20.224557823129253
S118_whistle_2_Happy.wav,data/MLEndHWII_sample_800/S118_whistle_2_Happy.wav,Happy,S118,whistle,2,44100,2,16.451315192743763
S118_whistle_2_TryEverything.wav,data/MLEndHWII_sample_800/S118_whistle_2_TryEverything.wav,TryEverything,S118,whistle,2,44100,2,18.94748299319728
S119_hum_1_Feeling.wav,data/MLEndHWII_sample_800/S119_hum_1_Feeling.wav,Feeling,S119,hum,1,44100,2,20.62283446712018
S119_whistle_1_Happy.wav,data/MLEndHWII_sample_800/S119_whistle_1_Happy.wav,Happy,S119,whistle,1,44100,2,26.05049886621315
S119_whistle_2_Necessities.wav,data/MLEndHWII_sample_800/S119_whistle_2_Necessities.wav,Necessities,S119,whistle,2,44100,2,28.96750566893424
S119_whistle_2_NewYork.wav,data/MLEndHWII_sample_800/S119_whistle_2_NewYork.wav,NewYork,S119,whistle,2,44100,2,15.717619047619047
S119_whistle_2_TryEverything.wav,data/MLEndHWII_sample_800/S119_whistle_2_TryEverything.wav,TryEverything,S119,whistle,2,44100,2,15.587006802721088
S11_hum_2_Friend.wav,data/MLEndHWII_sample_800/S11_hum_2_Friend.wav,Friend,S11,hum,2,44100,2,17.51716553287982
S11_hum_2_NewYork.wav,data/MLEndHWII_sample_800/S11_hum_2_NewYork.wav,NewYork,S11,hum,2,44100,2,19.096122448979592
S11_whistle_1_Married.wav,data/MLEndHWII_sample_800/S11_whistle_1_Married.wav,Married,S11,whistle,1,44100,2,16.123968253968254
S11_whistle_2_Necessities.wav,data/MLEndHWII_sample_800/S11_whistle_2_Necessities.wav,Necessities,S11,whistle,2,44100,2,18.445963718820863
S120_hum_1_Happy.wav,data/MLEndHWII_sample_800/S120_hum_1_Happy.wav,Happy,S120,hum,1,44100,1,19.833083900226757
S120_hum_1_TryEverything.wav,data/MLEndHWII_sample_800/S120_hum_1_TryEverything.wav,TryEverything,S120,hum,1,44100,1,19.89952380952381
S120_hum_2_Friend.wav,data/MLEndHWII_sample_800/S120_hum_2_Friend.wav,Friend,S120,hum,2,44100,1,19.957551020408165
S120_hum_4_Necessities.wav,data/MLEndHWII_sample_800/S120_hum_4_Necessities.wav,Necessities,S120,hum,4,44100,1,17.65877551020408
S121_hum_1_Necessities.wav,data/MLEndHWII_sample_800/S121_hum_1_Necessities.wav,Necessities,S121,hum,1,44100,1,17.48873015873016
S121_whistle_1_Feeling.wav,data/MLEndHWII_sample_800/S121_whistle_1_Feeling.wav,Feeling,S121,whistle,1,44100,1,19.144625850340137
S121_whistle_1_Happy.wav,data/MLEndHWII_sample_800/S121_whistle_1_Happy.wav,Happy,S121,whistle,1,44100,1,24.671201814058957
S121_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S121_whistle_1_NewYork.wav,NewYork,S121,whistle,1,44100,1,18.548503401360545
S122_whistle_1_Feeling.wav,data/MLEndHWII_sample_800/S122_whistle_1_Feeling.wav,Feeling,S122,whistle,1,44100,1,18.234920634920634
S122_whistle_1_Happy.wav,data/MLEndHWII_sample_800/S122_whistle_1_Happy.wav,Happy,S122,whistle,1,44100,1,20.02718820861678
S122_whistle_1_RememberMe.wav,data/MLEndHWII_sample_800/S122_whistle_1_RememberMe.wav,RememberMe,S122,whistle,1,44100,1,15.986938775510204
S122_whistle_2_NewYork.wav,data/MLEndHWII_sample_800/S122_whistle_2_NewYork.wav,NewYork,S122,whistle,2,44100,1,16.63410430839002
S123_whistle_1_Friend.wav,data/MLEndHWII_sample_800/S123_whistle_1_Friend.wav,Friend,S123,whistle,1,48000,1,21.461333333333332
S123_whistle_1_RememberMe.wav,data/MLEndHWII_sample_800/S123_whistle_1_RememberMe.wav,RememberMe,S123,whistle,1,48000,1,24.3535
S123_whistle_2_Feeling.wav,data/MLEndHWII_sample_800/S123_whistle_2_Feeling.wav,Feeling,S123,whistle,2,48000,1,18.901333333333334
S123_whistle_2_Married.wav,data/MLEndHWII_sample_800/S123_whistle_2_Married.wav,Married,S123,whistle,2,48000,1,18.517333333333333
S124_hum_1_Necessities.wav,data/MLEndHWII_sample_800/S124_hum_1_Necessities.wav,Necessities,S124,hum,1,48000,1,18.048
S124_whistle_1_Feeling.wav,data/MLEndHWII_sample_800/S124_whistle_1_Feeling.wav,Feeling,S124,whistle,1,48000,1,19.861333333333334
S124_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S124_whistle_1_NewYork.wav,NewYork,S124,whistle,1,48000,1,19.733333333333334
S124_whistle_2_Happy.wav,data/MLEndHWII_sample_800/S124_whistle_2_Happy.wav,Happy,S124,whistle,2,48000,1,19.093333333333334
S125_hum_1_Feeling.wav,data/MLEndHWII_sample_800/S125_hum_1_Feeling.wav,Feeling,S125,hum,1,44100,1,23.062879818594105
S125_hum_1_RememberMe.wav,data/MLEndHWII_sample_800/S125_hum_1_RememberMe.wav,RememberMe,S125,hum,1,44100,1,21.05455782312925
S125_hum_3_Friend.wav,data/MLEndHWII_sample_800/S125_hum_3_Friend.wav,Friend,S125,hum,3,44100,1,21.831972789115646
S125_hum_4_NewYork.wav,data/MLEndHWII_sample_800/S125_hum_4_NewYork.wav,NewYork,S125,hum,4,44100,1,18.916666666666668
S126_hum_2_Happy.wav,data/MLEndHWII_sample_800/S126_hum_2_Happy.wav,Happy,S126,hum,2,44100,1,24.03263038548753
S126_hum_3_NewYork.wav,data/MLEndHWII_sample_800/S126_hum_3_NewYork.wav,NewYork,S126,hum,3,44100,1,19.124263038548754
S126_hum_3_TryEverything.wav,data/MLEndHWII_sample_800/S126_hum_3_TryEverything.wav,TryEverything,S126,hum,3,44100,1,34.15414965986395
S126_hum_4_Feeling.wav,data/MLEndHWII_sample_800/S126_hum_4_Feeling.wav,Feeling,S126,hum,4,44100,1,24.46031746031746
S127_whistle_1_Friend.wav,data/MLEndHWII_sample_800/S127_whistle_1_Friend.wav,Friend,S127,whistle,1,44100,2,34.27907029478458
S127_whistle_1_Necessities.wav,data/MLEndHWII_sample_800/S127_whistle_1_Necessities.wav,Necessities,S127,whistle,1,44100,2,26.62167800453515
S127_whistle_1_RememberMe.wav,data/MLEndHWII_sample_800/S127_whistle_1_RememberMe.wav,RememberMe,S127,whistle,1,44100,2,37.73242630385487
S127_whistle_1_TryEverything.wav,data/MLEndHWII_sample_800/S127_whistle_1_TryEverything.wav,TryEverything,S127,whistle,1,44100,2,33.85820861678005
S127_whistle_2_Feeling.wav,data/MLEndHWII_sample_800/S127_whistle_2_Feeling.wav,Feeling,S127,whistle,2,44100,2,36.02056689342404
S128_hum_1_Feeling.wav,data/MLEndHWII_sample_800/S128_hum_1_Feeling.wav,Feeling,S128,hum,1,44100,2,17.386553287981858
S128_hum_1_Married.wav,data/MLEndHWII_sample_800/S128_hum_1_Married.wav,Married,S128,hum,1,44100,2,17.50265306122449
S128_hum_2_Necessities.wav,data/MLEndHWII_sample_800/S128_hum_2_Necessities.wav,Necessities,S128,hum,2,44100,2,16.57385487528345
S128_hum_2_RememberMe.wav,data/MLEndHWII_sample_800/S128_hum_2_RememberMe.wav,RememberMe,S128,hum,2,44100,2,16.515804988662133
S129_hum_1_Happy.wav,data/MLEndHWII_sample_800/S129_hum_1_Happy.wav,Happy,S129,hum,1,44100,1,21.05455782312925
S129_hum_3_Necessities.wav,data/MLEndHWII_sample_800/S129_hum_3_Necessities.wav,Necessities,S129,hum,3,44100,1,30.12439909297052
S129_hum_4_Friend.wav,data/MLEndHWII_sample_800/S129_hum_4_Friend.wav,Friend,S129,hum,4,44100,1,30.31875283446712
S129_hum_4_TryEverything.wav,data/MLEndHWII_sample_800/S129_hum_4_TryEverything.wav,TryEverything,S129,hum,4,44100,1,34.33539682539683
S12_hum_1_Happy.wav,data/MLEndHWII_sample_800/S12_hum_1_Happy.wav,Happy,S12,hum,1,44100,1,25.459909297052153
S12_hum_2_Married.wav,data/MLEndHWII_sample_800/S12_hum_2_Married.wav,Married,S12,hum,2,44100,1,28.569569160997734
S12_hum_2_TryEverything.wav,data/MLEndHWII_sample_800/S12_hum_2_TryEverything.wav,TryEverything,S12,hum,2,44100,1,28.893492063492065
S12_hum_3_Friend.wav,data/MLEndHWII_sample_800/S12_hum_3_Friend.wav,Friend,S12,hum,3,44100,1,31.87358276643991
S12_hum_3_RememberMe.wav,data/MLEndHWII_sample_800/S12_hum_3_RememberMe.wav,RememberMe,S12,hum,3,44100,1,35.63108843537415
S130_whistle_1_Married.wav,data/MLEndHWII_sample_800/S130_whistle_1_Married.wav,Married,S130,whistle,1,44100,2,16.518707482993197
S130_whistle_1_Necessities.wav,data/MLEndHWII_sample_800/S130_whistle_1_Necessities.wav,Necessities,S130,whistle,1,44100,2,17.31047619047619
S130_whistle_2_Feeling.wav,data/MLEndHWII_sample_800/S130_whistle_2_Feeling.wav,Feeling,S130,whistle,2,44100,2,17.937414965986395
S130_whistle_2_RememberMe.wav,data/MLEndHWII_sample_800/S130_whistle_2_RememberMe.wav,RememberMe,S130,whistle,2,44100,2,20.027210884353742
S131_whistle_2_Friend.wav,data/MLEndHWII_sample_800/S131_whistle_2_Friend.wav,Friend,S131,whistle,2,44100,2,23.031904761904762
S131_whistle_2_Happy.wav,data/MLEndHWII_sample_800/S131_whistle_2_Happy.wav,Happy,S131,whistle,2,44100,2,21.232358276643993
S131_whistle_2_Married.wav,data/MLEndHWII_sample_800/S131_whistle_2_Married.wav,Married,S131,whistle,2,44100,2,21.667732426303854
S131_whistle_2_TryEverything.wav,data/MLEndHWII_sample_800/S131_whistle_2_TryEverything.wav,TryEverything,S131,whistle,2,44100,2,22.08859410430839
S132_hum_2_RememberMe.wav,data/MLEndHWII_sample_800/S132_hum_2_RememberMe.wav,RememberMe,S132,hum,2,44100,1,27.458208616780045
S132_hum_2_TryEverything.wav,data/MLEndHWII_sample_800/S132_hum_2_TryEverything.wav,TryEverything,S132,hum,2,44100,1,26.268185941043082
S132_whistle_2_Feeling.wav,data/MLEndHWII_sample_800/S132_whistle_2_Feeling.wav,Feeling,S132,whistle,2,44100,1,20.260022675736963
S132_whistle_2_Married.wav,data/MLEndHWII_sample_800/S132_whistle_2_Married.wav,Married,S132,whistle,2,44100,1,17.401065759637188
S132_whistle_2_Necessities.wav,data/MLEndHWII_sample_800/S132_whistle_2_Necessities.wav,Necessities,S132,whistle,2,44100,1,21.029183673469387
S133_whistle_1_Happy.wav,data/MLEndHWII_sample_800/S133_whistle_1_Happy.wav,Happy,S133,whistle,1,44100,1,26.48278911564626
S133_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S133_whistle_1_NewYork.wav,NewYork,S133,whistle,1,44100,1,17.93469387755102
S133_whistle_2_Friend.wav,data/MLEndHWII_sample_800/S133_whistle_2_Friend.wav,Friend,S133,whistle,2,44100,1,32.925442176870746
S133_whistle_2_RememberMe.wav,data/MLEndHWII_sample_800/S133_whistle_2_RememberMe.wav,RememberMe,S133,whistle,2,44100,1,35.91517006802721
S134_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S134_whistle_1_NewYork.wav,NewYork,S134,whistle,1,44100,1,21.00761904761905
S134_whistle_1_RememberMe.wav,data/MLEndHWII_sample_800/S134_whistle_1_RememberMe.wav,RememberMe,S134,whistle,1,44100,1,21.0737641723356
S134_whistle_2_Feeling.wav,data/MLEndHWII_sample_800/S134_whistle_2_Feeling.wav,Feeling,S134,whistle,2,44100,1,22.059092970521544
S134_whistle_2_Happy.wav,data/MLEndHWII_sample_800/S134_whistle_2_Happy.wav,Happy,S134,whistle,2,44100,1,20.004648526077098
S135_whistle_1_Friend.wav,data/MLEndHWII_sample_800/S135_whistle_1_Friend.wav,Friend,S135,whistle,1,48000,1,20.88533333333333
S135_whistle_1_Necessities.wav,data/MLEndHWII_sample_800/S135_whistle_1_Necessities.wav,Necessities,S135,whistle,1,48000,1,18.026666666666667
S135_whistle_2_Married.wav,data/MLEndHWII_sample_800/S135_whistle_2_Married.wav,Married,S135,whistle,2,48000,1,21.056
S135_whistle_2_TryEverything.wav,data/MLEndHWII_sample_800/S135_whistle_2_TryEverything.wav,TryEverything,S135,whistle,2,48000,1,20.544
S136_hum_1_RememberMe.wav,data/MLEndHWII_sample_800/S136_hum_1_RememberMe.wav,RememberMe,S136,hum,1,44100,2,19.258662131519273
S136_hum_2_Married.wav,data/MLEndHWII_sample_800/S136_hum_2_Married.wav,Married,S136,hum,2,44100,2,19.287687074829932
S136_whistle_1_Necessities.wav,data/MLEndHWII_sample_800/S136_whistle_1_Necessities.wav,Necessities,S136,whistle,1,44100,2,21.072721088435372
S136_whistle_2_Friend.wav,data/MLEndHWII_sample_800/S136_whistle_2_Friend.wav,Friend,S136,whistle,2,44100,2,21.406507936507936
S137_hum_1_Friend.wav,data/MLEndHWII_sample_800/S137_hum_1_Friend.wav,Friend,S137,hum,1,44100,2,17.096303854875284
S137_hum_2_Happy.wav,data/MLEndHWII_sample_800/S137_hum_2_Happy.wav,Happy,S137,hum,2,44100,2,17.401065759637188
S137_hum_4_Married.wav,data/MLEndHWII_sample_800/S137_hum_4_Married.wav,Married,S137,hum,4,44100,2,16.57385487528345
S137_hum_4_TryEverything.wav,data/MLEndHWII_sample_800/S137_hum_4_TryEverything.wav,TryEverything,S137,hum,4,44100,2,16.094943310657598
S138_hum_2_Feeling.wav,data/MLEndHWII_sample_800/S138_hum_2_Feeling.wav,Feeling,S138,hum,2,44100,2,36.10764172335601
S138_hum_2_Necessities.wav,data/MLEndHWII_sample_800/S138_hum_2_Necessities.wav,Necessities,S138,hum,2,44100,2,23.133492063492064
S138_hum_2_NewYork.wav,data/MLEndHWII_sample_800/S138_hum_2_NewYork.wav,NewYork,S138,hum,2,44100,2,17.197891156462585
S138_hum_4_Married.wav,data/MLEndHWII_sample_800/S138_hum_4_Married.wav,Married,S138,hum,4,44100,2,29.489954648526076
S139_whistle_1_Married.wav,data/MLEndHWII_sample_800/S139_whistle_1_Married.wav,Married,S139,whistle,1,44100,2,28.038095238095238
S139_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S139_whistle_1_NewYork.wav,NewYork,S139,whistle,1,44100,2,16.718367346938777
S139_whistle_2_Feeling.wav,data/MLEndHWII_sample_800/S139_whistle_2_Feeling.wav,Feeling,S139,whistle,2,44100,2,33.66893424036281
S139_whistle_2_Necessities.wav,data/MLEndHWII_sample_800/S139_whistle_2_Necessities.wav,Necessities,S139,whistle,2,44100,2,26.644897959183673
S13_hum_1_Necessities.wav,data/MLEndHWII_sample_800/S13_hum_1_Necessities.wav,Necessities,S13,hum,1,44100,1,29.88530612244898
S13_hum_4_Feeling.wav,data/MLEndHWII_sample_800/S13_hum_4_Feeling.wav,Feeling,S13,hum,4,44100,1,36.91111111111111
S13_hum_4_Happy.wav,data/MLEndHWII_sample_800/S13_hum_4_Happy.wav,Happy,S13,hum,4,44100,1,28.81809523809524
S13_hum_4_NewYork.wav,data/MLEndHWII_sample_800/S13_hum_4_NewYork.wav,NewYork,S13,hum,4,44100,1,18.19045351473923
S140_hum_1_Happy.wav,data/MLEndHWII_sample_800/S140_hum_1_Happy.wav,Happy,S140,hum,1,44100,2,20.44517006802721
