filename,filepath,song_label,participant_id,split
S106_whistle_2_Necessities.wav,data/MLEndHWII_sample_800/S106_whistle_2_Necessities.wav,Necessities,S106,test
S107_hum_2_Happy.wav,data/MLEndHWII_sample_800/S107_hum_2_Happy.wav,Happy,S107,train
S107_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S107_whistle_1_NewYork.wav,NewYork,S107,train
S107_whistle_1_TryEverything.wav,data/MLEndHWII_sample_800/S107_whistle_1_TryEverything.wav,TryEverything,S107,test
S107_whistle_2_Friend.wav,data/MLEndHWII_sample_800/S107_whistle_2_Friend.wav,Friend,S107,test
S108_whistle_1_Feeling.wav,data/MLEndHWII_sample_800/S108_whistle_1_Feeling.wav,Feeling,S108,train
S108_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S108_whistle_1_NewYork.wav,NewYork,S108,train
S108_whistle_1_RememberMe.wav,data/MLEndHWII_sample_800/S108_whistle_1_RememberMe.wav,RememberMe,S108,train
S108_whistle_2_Happy.wav,data/MLEndHWII_sample_800/S108_whistle_2_Happy.wav,Happy,S108,train
S109_hum_1_Married.wav,data/MLEndHWII_sample_800/S109_hum_1_Married.wav,Married,S109,test
S109_hum_1_Necessities.wav,data/MLEndHWII_sample_800/S109_hum_1_Necessities.wav,Necessities,S109,val
S109_hum_1_TryEverything.wav,data/MLEndHWII_sample_800/S109_hum_1_TryEverything.wav,TryEverything,S109,train
S109_hum_2_Feeling.wav,data/MLEndHWII_sample_800/S109_hum_2_Feeling.wav,Feeling,S109,train
S109_hum_2_RememberMe.wav,data/MLEndHWII_sample_800/S109_hum_2_RememberMe.wav,RememberMe,S109,train
S10_whistle_1_Feeling.wav,data/MLEndHWII_sample_800/S10_whistle_1_Feeling.wav,Feeling,S10,train
S10_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S10_whistle_1_NewYork.wav,NewYork,S10,train
S10_whistle_1_RememberMe.wav,data/MLEndHWII_sample_800/S10_whistle_1_RememberMe.wav,RememberMe,S10,train
S10_whistle_1_TryEverything.wav,data/MLEndHWII_sample_800/S10_whistle_1_TryEverything.wav,TryEverything,S10,test
S10_whistle_2_Friend.wav,data/MLEndHWII_sample_800/S10_whistle_2_Friend.wav,Friend,S10,train
S110_hum_1_Necessities.wav,data/MLEndHWII_sample_800/S110_hum_1_Necessities.wav,Necessities,S110,train
S110_whistle_1_Happy.wav,data/MLEndHWII_sample_800/S110_whistle_1_Happy.wav,Happy,S110,train
S110_whistle_2_Friend.wav,data/MLEndHWII_sample_800/S110_whistle_2_Friend.wav,Friend,S110,val
S110_whistle_2_RememberMe.wav,data/MLEndHWII_sample_800/S110_whistle_2_RememberMe.wav,RememberMe,S110,train
S111_hum_1_RememberMe.wav,data/MLEndHWII_sample_800/S111_hum_1_RememberMe.wav,RememberMe,S111,train
S111_hum_2_Happy.wav,data/MLEndHWII_sample_800/S111_hum_2_Happy.wav,Happy,S111,train
S111_whistle_2_Friend.wav,data/MLEndHWII_sample_800/S111_whistle_2_Friend.wav,Friend,S111,val
S111_whistle_2_Married.wav,data/MLEndHWII_sample_800/S111_whistle_2_Married.wav,Married,S111,train
S111_whistle_2_TryEverything.wav,data/MLEndHWII_sample_800/S111_whistle_2_TryEverything.wav,TryEverything,S111,test
S112_hum_2_Feeling.wav,data/MLEndHWII_sample_800/S112_hum_2_Feeling.wav,Feeling,S112,train
S112_whistle_2_Happy.wav,data/MLEndHWII_sample_800/S112_whistle_2_Happy.wav,Happy,S112,train
S112_whistle_2_Necessities.wav,data/MLEndHWII_sample_800/S112_whistle_2_Necessities.wav,Necessities,S112,test
S112_whistle_2_RememberMe.wav,data/MLEndHWII_sample_800/S112_whistle_2_RememberMe.wav,RememberMe,S112,train
S113_hum_1_Happy.wav,data/MLEndHWII_sample_800/S113_hum_1_Happy.wav,Happy,S113,train
S113_hum_2_Friend.wav,data/MLEndHWII_sample_800/S113_hum_2_Friend.wav,Friend,S113,val
S113_whistle_1_Married.wav,data/MLEndHWII_sample_800/S113_whistle_1_Married.wav,Married,S113,val
S113_whistle_2_TryEverything.wav,data/MLEndHWII_sample_800/S113_whistle_2_TryEverything.wav,TryEverything,S113,train
S114_whistle_1_Feeling.wav,data/MLEndHWII_sample_800/S114_whistle_1_Feeling.wav,Feeling,S114,train
S114_whistle_1_Friend.wav,data/MLEndHWII_sample_800/S114_whistle_1_Friend.wav,Friend,S114,train
S114_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S114_whistle_1_NewYork.wav,NewYork,S114,train
S114_whistle_2_Necessities.wav,data/MLEndHWII_sample_800/S114_whistle_2_Necessities.wav,Necessities,S114,test
S114_whistle_2_TryEverything.wav,data/MLEndHWII_sample_800/S114_whistle_2_TryEverything.wav,TryEverything,S114,train
S115_hum_2_Happy.wav,data/MLEndHWII_sample_800/S115_hum_2_Happy.wav,Happy,S115,train
S115_whistle_1_Necessities.wav,data/MLEndHWII_sample_800/S115_whistle_1_Necessities.wav,Necessities,S115,train
S115_whistle_1_RememberMe.wav,data/MLEndHWII_sample_800/S115_whistle_1_RememberMe.wav,RememberMe,S115,train
S115_whistle_1_TryEverything.wav,data/MLEndHWII_sample_800/S115_whistle_1_TryEverything.wav,TryEverything,S115,train
S115_whistle_2_Feeling.wav,data/MLEndHWII_sample_800/S115_whistle_2_Feeling.wav,Feeling,S115,train
S116_hum_2_Friend.wav,data/MLEndHWII_sample_800/S116_hum_2_Friend.wav,Friend,S116,train
S116_hum_2_Married.wav,data/MLEndHWII_sample_800/S116_hum_2_Married.wav,Married,S116,train
S116_whistle_1_RememberMe.wav,data/MLEndHWII_sample_800/S116_whistle_1_RememberMe.wav,RememberMe,S116,val
S116_whistle_2_Necessities.wav,data/MLEndHWII_sample_800/S116_whistle_2_Necessities.wav,Necessities,S116,train
S117_hum_1_Friend.wav,data/MLEndHWII_sample_800/S117_hum_1_Friend.wav,Friend,S117,test
S117_hum_2_NewYork.wav,data/MLEndHWII_sample_800/S117_hum_2_NewYork.wav,NewYork,S117,test
S117_whistle_1_Necessities.wav,data/MLEndHWII_sample_800/S117_whistle_1_Necessities.wav,Necessities,S117,test
S117_whistle_2_Happy.wav,data/MLEndHWII_sample_800/S117_whistle_2_Happy.wav,Happy,S117,test
S118_hum_2_RememberMe.wav,data/MLEndHWII_sample_800/S118_hum_2_RememberMe.wav,RememberMe,S118,train
S118_whistle_1_Necessities.wav,data/MLEndHWII_sample_800/S118_whistle_1_Necessities.wav,Necessities,S118,test
S118_whistle_2_Friend.wav,data/MLEndHWII_sample_800/S118_whistle_2_Friend.wav,Friend,S118,train
S118_whistle_2_Happy.wav,data/MLEndHWII_sample_800/S118_whistle_2_Happy.wav,Happy,S118,train
S118_whistle_2_TryEverything.wav,data/MLEndHWII_sample_800/S118_whistle_2_TryEverything.wav,TryEverything,S118,train
S119_hum_1_Feeling.wav,data/MLEndHWII_sample_800/S119_hum_1_Feeling.wav,Feeling,S119,train
S119_whistle_1_Happy.wav,data/MLEndHWII_sample_800/S119_whistle_1_Happy.wav,Happy,S119,train
S119_whistle_2_Necessities.wav,data/MLEndHWII_sample_800/S119_whistle_2_Necessities.wav,Necessities,S119,train
S119_whistle_2_NewYork.wav,data/MLEndHWII_sample_800/S119_whistle_2_NewYork.wav,NewYork,S119,val
S119_whistle_2_TryEverything.wav,data/MLEndHWII_sample_800/S119_whistle_2_TryEverything.wav,TryEverything,S119,val
S11_hum_2_Friend.wav,data/MLEndHWII_sample_800/S11_hum_2_Friend.wav,Friend,S11,test
S11_hum_2_NewYork.wav,data/MLEndHWII_sample_800/S11_hum_2_NewYork.wav,NewYork,S11,train
S11_whistle_1_Married.wav,data/MLEndHWII_sample_800/S11_whistle_1_Married.wav,Married,S11,train
S11_whistle_2_Necessities.wav,data/MLEndHWII_sample_800/S11_whistle_2_Necessities.wav,Necessities,S11,train
S120_hum_1_Happy.wav,data/MLEndHWII_sample_800/S120_hum_1_Happy.wav,Happy,S120,train
S120_hum_1_TryEverything.wav,data/MLEndHWII_sample_800/S120_hum_1_TryEverything.wav,TryEverything,S120,train
S120_hum_2_Friend.wav,data/MLEndHWII_sample_800/S120_hum_2_Friend.wav,Friend,S120,test
S120_hum_4_Necessities.wav,data/MLEndHWII_sample_800/S120_hum_4_Necessities.wav,Necessities,S120,val
S121_hum_1_Necessities.wav,data/MLEndHWII_sample_800/S121_hum_1_Necessities.wav,Necessities,S121,test
S121_whistle_1_Feeling.wav,data/MLEndHWII_sample_800/S121_whistle_1_Feeling.wav,Feeling,S121,train
S121_whistle_1_Happy.wav,data/MLEndHWII_sample_800/S121_whistle_1_Happy.wav,Happy,S121,train
S121_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S121_whistle_1_NewYork.wav,NewYork,S121,val
S122_whistle_1_Feeling.wav,data/MLEndHWII_sample_800/S122_whistle_1_Feeling.wav,Feeling,S122,train
S122_whistle_1_Happy.wav,data/MLEndHWII_sample_800/S122_whistle_1_Happy.wav,Happy,S122,test
S122_whistle_1_RememberMe.wav,data/MLEndHWII_sample_800/S122_whistle_1_RememberMe.wav,RememberMe,S122,train
S122_whistle_2_NewYork.wav,data/MLEndHWII_sample_800/S122_whistle_2_NewYork.wav,NewYork,S122,train
S123_whistle_1_Friend.wav,data/MLEndHWII_sample_800/S123_whistle_1_Friend.wav,Friend,S123,train
S123_whistle_1_RememberMe.wav,data/MLEndHWII_sample_800/S123_whistle_1_RememberMe.wav,RememberMe,S123,train
S123_whistle_2_Feeling.wav,data/MLEndHWII_sample_800/S123_whistle_2_Feeling.wav,Feeling,S123,train
S123_whistle_2_Married.wav,data/MLEndHWII_sample_800/S123_whistle_2_Married.wav,Married,S123,train
S124_hum_1_Necessities.wav,data/MLEndHWII_sample_800/S124_hum_1_Necessities.wav,Necessities,S124,train
S124_whistle_1_Feeling.wav,data/MLEndHWII_sample_800/S124_whistle_1_Feeling.wav,Feeling,S124,train
S124_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S124_whistle_1_NewYork.wav,NewYork,S124,test
S124_whistle_2_Happy.wav,data/MLEndHWII_sample_800/S124_whistle_2_Happy.wav,Happy,S124,val
S125_hum_1_Feeling.wav,data/MLEndHWII_sample_800/S125_hum_1_Feeling.wav,Feeling,S125,test
S125_hum_1_RememberMe.wav,data/MLEndHWII_sample_800/S125_hum_1_RememberMe.wav,RememberMe,S125,val
S125_hum_3_Friend.wav,data/MLEndHWII_sample_800/S125_hum_3_Friend.wav,Friend,S125,train
S125_hum_4_NewYork.wav,data/MLEndHWII_sample_800/S125_hum_4_NewYork.wav,NewYork,S125,train
S126_hum_2_Happy.wav,data/MLEndHWII_sample_800/S126_hum_2_Happy.wav,Happy,S126,train
S126_hum_3_NewYork.wav,data/MLEndHWII_sample_800/S126_hum_3_NewYork.wav,NewYork,S126,train
S126_hum_3_TryEverything.wav,data/MLEndHWII_sample_800/S126_hum_3_TryEverything.wav,TryEverything,S126,train
S126_hum_4_Feeling.wav,data/MLEndHWII_sample_800/S126_hum_4_Feeling.wav,Feeling,S126,train
S127_whistle_1_Friend.wav,data/MLEndHWII_sample_800/S127_whistle_1_Friend.wav,Friend,S127,train
S127_whistle_1_Necessities.wav,data/MLEndHWII_sample_800/S127_whistle_1_Necessities.wav,Necessities,S127,test
S127_whistle_1_RememberMe.wav,data/MLEndHWII_sample_800/S127_whistle_1_RememberMe.wav,RememberMe,S127,train
S127_whistle_1_TryEverything.wav,data/MLEndHWII_sample_800/S127_whistle_1_TryEverything.wav,TryEverything,S127,train
S127_whistle_2_Feeling.wav,data/MLEndHWII_sample_800/S127_whistle_2_Feeling.wav,Feeling,S127,train
S128_hum_1_Feeling.wav,data/MLEndHWII_sample_800/S128_hum_1_Feeling.wav,Feeling,S128,train
S128_hum_1_Married.wav,data/MLEndHWII_sample_800/S128_hum_1_Married.wav,Married,S128,train
S128_hum_2_Necessities.wav,data/MLEndHWII_sample_800/S128_hum_2_Necessities.wav,Necessities,S128,train
S128_hum_2_RememberMe.wav,data/MLEndHWII_sample_800/S128_hum_2_RememberMe.wav,RememberMe,S128,test
S129_hum_1_Happy.wav,data/MLEndHWII_sample_800/S129_hum_1_Happy.wav,Happy,S129,val
S129_hum_3_Necessities.wav,data/MLEndHWII_sample_800/S129_hum_3_Necessities.wav,Necessities,S129,train
S129_hum_4_Friend.wav,data/MLEndHWII_sample_800/S129_hum_4_Friend.wav,Friend,S129,train
S129_hum_4_TryEverything.wav,data/MLEndHWII_sample_800/S129_hum_4_TryEverything.wav,TryEverything,S129,train
S12_hum_1_Happy.wav,data/MLEndHWII_sample_800/S12_hum_1_Happy.wav,Happy,S12,test
S12_hum_2_Married.wav,data/MLEndHWII_sample_800/S12_hum_2_Married.wav,Married,S12,train
S12_hum_2_TryEverything.wav,data/MLEndHWII_sample_800/S12_hum_2_TryEverything.wav,TryEverything,S12,train
S12_hum_3_Friend.wav,data/MLEndHWII_sample_800/S12_hum_3_Friend.wav,Friend,S12,train
S12_hum_3_RememberMe.wav,data/MLEndHWII_sample_800/S12_hum_3_RememberMe.wav,RememberMe,S12,test
S130_whistle_1_Married.wav,data/MLEndHWII_sample_800/S130_whistle_1_Married.wav,Married,S130,train
S130_whistle_1_Necessities.wav,data/MLEndHWII_sample_800/S130_whistle_1_Necessities.wav,Necessities,S130,train
S130_whistle_2_Feeling.wav,data/MLEndHWII_sample_800/S130_whistle_2_Feeling.wav,Feeling,S130,train
S130_whistle_2_RememberMe.wav,data/MLEndHWII_sample_800/S130_whistle_2_RememberMe.wav,RememberMe,S130,train
S131_whistle_2_Friend.wav,data/MLEndHWII_sample_800/S131_whistle_2_Friend.wav,Friend,S131,train
S131_whistle_2_Happy.wav,data/MLEndHWII_sample_800/S131_whistle_2_Happy.wav,Happy,S131,train
S131_whistle_2_Married.wav,data/MLEndHWII_sample_800/S131_whistle_2_Married.wav,Married,S131,train
S131_whistle_2_TryEverything.wav,data/MLEndHWII_sample_800/S131_whistle_2_TryEverything.wav,TryEverything,S131,test
S132_hum_2_RememberMe.wav,data/MLEndHWII_sample_800/S132_hum_2_RememberMe.wav,RememberMe,S132,train
S132_hum_2_TryEverything.wav,data/MLEndHWII_sample_800/S132_hum_2_TryEverything.wav,TryEverything,S132,test
S132_whistle_2_Feeling.wav,data/MLEndHWII_sample_800/S132_whistle_2_Feeling.wav,Feeling,S132,train
S132_whistle_2_Married.wav,data/MLEndHWII_sample_800/S132_whistle_2_Married.wav,Married,S132,train
S132_whistle_2_Necessities.wav,data/MLEndHWII_sample_800/S132_whistle_2_Necessities.wav,Necessities,S132,val
S133_whistle_1_Happy.wav,data/MLEndHWII_sample_800/S133_whistle_1_Happy.wav,Happy,S133,train
S133_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S133_whistle_1_NewYork.wav,NewYork,S133,train
S133_whistle_2_Friend.wav,data/MLEndHWII_sample_800/S133_whistle_2_Friend.wav,Friend,S133,train
S133_whistle_2_RememberMe.wav,data/MLEndHWII_sample_800/S133_whistle_2_RememberMe.wav,RememberMe,S133,train
S134_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S134_whistle_1_NewYork.wav,NewYork,S134,train
S134_whistle_1_RememberMe.wav,data/MLEndHWII_sample_800/S134_whistle_1_RememberMe.wav,RememberMe,S134,train
S134_whistle_2_Feeling.wav,data/MLEndHWII_sample_800/S134_whistle_2_Feeling.wav,Feeling,S134,test
S134_whistle_2_Happy.wav,data/MLEndHWII_sample_800/S134_whistle_2_Happy.wav,Happy,S134,train
S135_whistle_1_Friend.wav,data/MLEndHWII_sample_800/S135_whistle_1_Friend.wav,Friend,S135,test
S135_whistle_1_Necessities.wav,data/MLEndHWII_sample_800/S135_whistle_1_Necessities.wav,Necessities,S135,train
S135_whistle_2_Married.wav,data/MLEndHWII_sample_800/S135_whistle_2_Married.wav,Married,S135,test
S135_whistle_2_TryEverything.wav,data/MLEndHWII_sample_800/S135_whistle_2_TryEverything.wav,TryEverything,S135,train
S136_hum_1_RememberMe.wav,data/MLEndHWII_sample_800/S136_hum_1_RememberMe.wav,RememberMe,S136,val
S136_hum_2_Married.wav,data/MLEndHWII_sample_800/S136_hum_2_Married.wav,Married,S136,train
S136_whistle_1_Necessities.wav,data/MLEndHWII_sample_800/S136_whistle_1_Necessities.wav,Necessities,S136,train
S136_whistle_2_Friend.wav,data/MLEndHWII_sample_800/S136_whistle_2_Friend.wav,Friend,S136,train
S137_hum_1_Friend.wav,data/MLEndHWII_sample_800/S137_hum_1_Friend.wav,Friend,S137,train
S137_hum_2_Happy.wav,data/MLEndHWII_sample_800/S137_hum_2_Happy.wav,Happy,S137,val
S137_hum_4_Married.wav,data/MLEndHWII_sample_800/S137_hum_4_Married.wav,Married,S137,test
S137_hum_4_TryEverything.wav,data/MLEndHWII_sample_800/S137_hum_4_TryEverything.wav,TryEverything,S137,train
S138_hum_2_Feeling.wav,data/MLEndHWII_sample_800/S138_hum_2_Feeling.wav,Feeling,S138,test
S138_hum_2_Necessities.wav,data/MLEndHWII_sample_800/S138_hum_2_Necessities.wav,Necessities,S138,train
S138_hum_2_NewYork.wav,data/MLEndHWII_sample_800/S138_hum_2_NewYork.wav,NewYork,S138,train
S138_hum_4_Married.wav,data/MLEndHWII_sample_800/S138_hum_4_Married.wav,Married,S138,train
S139_whistle_1_Married.wav,data/MLEndHWII_sample_800/S139_whistle_1_Married.wav,Married,S139,test
S139_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S139_whistle_1_NewYork.wav,NewYork,S139,train
S139_whistle_2_Feeling.wav,data/MLEndHWII_sample_800/S139_whistle_2_Feeling.wav,Feeling,S139,train
S139_whistle_2_Necessities.wav,data/MLEndHWII_sample_800/S139_whistle_2_Necessities.wav,Necessities,S139,train
S13_hum_1_Necessities.wav,data/MLEndHWII_sample_800/S13_hum_1_Necessities.wav,Necessities,S13,train
S13_hum_4_Feeling.wav,data/MLEndHWII_sample_800/S13_hum_4_Feeling.wav,Feeling,S13,val
S13_hum_4_Happy.wav,data/MLEndHWII_sample_800/S13_hum_4_Happy.wav,Happy,S13,train
S13_hum_4_NewYork.wav,data/MLEndHWII_sample_800/S13_hum_4_NewYork.wav,NewYork,S13,train
S140_hum_1_Happy.wav,data/MLEndHWII_sample_800/S140_hum_1_Happy.wav,Happy,S140,train
S140_hum_1_Necessities.wav,data/MLEndHWII_sample_800/S140_hum_1_Necessities.wav,Necessities,S140,train
S141_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S141_whistle_1_NewYork.wav,NewYork,S141,train
S141_whistle_2_Feeling.wav,data/MLEndHWII_sample_800/S141_whistle_2_Feeling.wav,Feeling,S141,train
S141_whistle_2_Happy.wav,data/MLEndHWII_sample_800/S141_whistle_2_Happy.wav,Happy,S141,train
S141_whistle_2_RememberMe.wav,data/MLEndHWII_sample_800/S141_whistle_2_RememberMe.wav,RememberMe,S141,train
S142_hum_1_Necessities.wav,data/MLEndHWII_sample_800/S142_hum_1_Necessities.wav,Necessities,S142,test
S142_hum_1_TryEverything.wav,data/MLEndHWII_sample_800/S142_hum_1_TryEverything.wav,TryEverything,S142,test
S142_whistle_2_Feeling.wav,data/MLEndHWII_sample_800/S142_whistle_2_Feeling.wav,Feeling,S142,train
S142_whistle_2_Happy.wav,data/MLEndHWII_sample_800/S142_whistle_2_Happy.wav,Happy,S142,train
S143_hum_1_Friend.wav,data/MLEndHWII_sample_800/S143_hum_1_Friend.wav,Friend,S143,train
S143_hum_1_RememberMe.wav,data/MLEndHWII_sample_800/S143_hum_1_RememberMe.wav,RememberMe,S143,train
S143_hum_2_Feeling.wav,data/MLEndHWII_sample_800/S143_hum_2_Feeling.wav,Feeling,S143,train
S143_hum_2_Married.wav,data/MLEndHWII_sample_800/S143_hum_2_Married.wav,Married,S143,test
S144_hum_2_NewYork.wav,data/MLEndHWII_sample_800/S144_hum_2_NewYork.wav,NewYork,S144,test
S144_whistle_1_Feeling.wav,data/MLEndHWII_sample_800/S144_whistle_1_Feeling.wav,Feeling,S144,train
S144_whistle_1_Happy.wav,data/MLEndHWII_sample_800/S144_whistle_1_Happy.wav,Happy,S144,train
S144_whistle_1_TryEverything.wav,data/MLEndHWII_sample_800/S144_whistle_1_TryEverything.wav,TryEverything,S144,train
S145_whistle_1_Friend.wav,data/MLEndHWII_sample_800/S145_whistle_1_Friend.wav,Friend,S145,val
S145_whistle_1_Married.wav,data/MLEndHWII_sample_800/S145_whistle_1_Married.wav,Married,S145,train
S145_whistle_1_NewYork.wav,data/MLEndHWII_sample_800/S145_whistle_1_NewYork.wav,NewYork,S145,train
S145_whistle_2_Necessities.wav,data/MLEndHWII_sample_800/S145_whistle_2_Necessities.wav,Necessities,S145,train
S146_hum_1_Feeling.wav,data/MLEndHWII_sample_800/S146_hum_1_Feeling.wav,Feeling,S146,train
S146_hum_1_Friend.wav,data/MLEndHWII_sample_800/S146_hum_1_Friend.wav,Friend,S146,val
S146_hum_1_TryEverything.wav,data/MLEndHWII_sample_800/S146_hum_1_TryEverything.wav,TryEverything,S146,val
S146_whistle_1_RememberMe.wav,data/MLEndHWII_sample_800/S146_whistle_1_RememberMe.wav,RememberMe,S146,train
S146_whistle_2_Married.wav,data/MLEndHWII_sample_800/S146_whistle_2_Married.wav,Married,S146,test
S147_hum_2_Friend.wav,data/MLEndHWII_sample_800/S147_hum_2_Friend.wav,Friend,S147,train
S147_whistle_1_Happy.wav,data/MLEndHWII_sample_800/S147_whistle_1_Happy.wav,Happy,S147,train
S147_whistle_2_Necessities.wav,data/MLEndHWII_sample_800/S147_whistle_2_Necessities.wav,Necessities,S147,train
S147_whistle_2_NewYork.wav,data/MLEndHWII_sample_800/S147_whistle_2_NewYork.wav,NewYork,S147,test
S148_hum_2_Married.wav,data/MLEndHWII_sample_800/S148_hum_2_Married.wav,Married,S148,train
S148_whistle_1_Feeling.wav,data/MLEndHWII_sample_800/S148_whistle_1_Feeling.wav,Feeling,S148,test
S148_whistle_1_TryEverything.wav,data/MLEndHWII_sample_800/S148_whistle_1_TryEverything.wav,TryEverything,S148,train
S148_whistle_2_Happy.wav,data/MLEndHWII_sample_800/S148_whistle_2_Happy.wav,Happy,S148,train
S149_hum_1_Feeling.wav,data/MLEndHWII_sample_800/S149_hum_1_Feeling.wav,Feeling,S149,train
S149_whistle_1_Married.wav,data/MLEndHWII_sample_800/S149_whistle_1_Married.wav,Married,S149,train
S149_whistle_1_Necessities.wav,data/MLEndHWII_sample_800/S149_whistle_1_Necessities.wav,Necessities,S149,train
S149_whistle_2_TryEverything.wav,data/MLEndHWII_sample_800/S149_whistle_2_TryEverything.wav,TryEverything,S149,train
S14_hum_1_Married.wav,data/MLEndHWII_sample_800/S14_hum_1_Married.wav,Married,S14,val
S14_whistle_1_Necessities.wav,data/MLEndHWII_sample_800/S14_whistle_1_Necessities.wav,Necessities,S14,val
S14_whistle_1_TryEverything.wav,data/MLEndHWII_sample_800/S14_whistle_1_TryEverything.wav,TryEverything,S14,test
S14_whistle_2_Friend.wav,data/MLEndHWII_sample_800/S14_whistle_2_Friend.wav,Friend,S14,train
S150_hum_1_Married.wav,data/MLEndHWII_sample_800/S150_hum_1_Married.wav,Married,S150,val
S150_whistle_1_Feeling.wav,data/MLEndHWII_sample_800/S150_whistle_1_Feeling.wav,Feeling,S150,train
S150_whistle_1_RememberMe.wav,data/MLEndHWII_sample_800/S150_whistle_1_RememberMe.wav,RememberMe,S150,train
S150_whistle_1_TryEverything.wav,data/MLEndHWII_sample_800/S150_whistle_1_TryEverything.wav,TryEverything,S150,val
S150_whistle_2_NewYork.wav,data/MLEndHWII_sample_800/S150_whistle_2_NewYork.wav,NewYork,S150,test
S151_hum_1_Happy.wav,data/MLEndHWII_sample_800/S151_hum_1_Happy.wav,Happy,S151,test
S151_hum_2_TryEverything.wav,data/MLEndHWII_sample_800/S151_hum_2_TryEverything.wav,TryEverything,S151,train
S151_hum_3_Necessities.wav,data/MLEndHWII_sample_800/S151_hum_3_Necessities.wav,Necessities,S151,train
S151_hum_4_Friend.wav,data/MLEndHWII_sample_800/S151_hum_4_Friend.wav,Friend,S151,train
S152_hum_1_Married.wav,data/MLEndHWII_sample_800/S152_hum_1_Married.wav,Married,S152,train
S152_hum_3_RememberMe.wav,data/MLEndHWII_sample_800/S152_hum_3_RememberMe.wav,RememberMe,S152,train
S152_hum_4_Friend.wav,data/MLEndHWII_sample_800/S152_hum_4_Friend.wav,Friend,S152,train
S152_hum_4_Necessities.wav,data/MLEndHWII_sample_800/S152_hum_4_Necessities.wav,Necessities,S152,train
